Data;Godzina;RCE
20230309;2;568.21
20230309;3;568.51
20230309;4;568.49
20230309;5;569.05
20230309;6;594.66
20230309;7;677.64
20230309;8;765.13
20230309;9;793.12
20230309;10;766.25
20230309;11;707.83
20230309;12;669.62
20230309;13;646.8
20230309;14;643.24
20230309;15;654.24
20230309;16;726.88
20230309;17;795.79
20230309;18;819.55
20230309;19;826.52
20230309;20;819.18
20230309;21;813.16
20230309;22;688.52
20230309;23;615.99
20230309;24;545.62
20230310;1;579.16
20230310;2;564.56
20230310;3;563.81
20230310;4;563.95
20230310;5;562.94
20230310;6;582.51
20230310;7;646.45
20230310;8;714.13
20230310;9;709.3
20230310;10;668.86
20230310;11;603.67
20230310;12;588.66
20230310;13;562.39
20230310;14;562.58
20230310;15;600.11
20230310;16;654.59
20230310;17;716.33
20230310;18;758.7
20230310;19;783.37
20230310;20;775.97
20230310;21;723.12
20230310;22;670.14
20230310;23;628.29
20230310;24;586.16
20230311;1;569.27
20230311;2;554.45
20230311;3;508.19
20230311;4;491.34
20230311;5;482.28
20230311;6;473.27
20230311;7;483.93
20230311;8;500.57
20230311;9;498.07
20230311;10;485.05
20230311;11;490.97
20230311;12;449.11
20230311;13;446.4
20230311;14;440.6
20230311;15;435.73
20230311;16;447.32
20230311;17;512.24
20230311;18;583.48
20230311;19;602.32
20230311;20;602.89
20230311;21;585.3
20230311;22;553.02
20230311;23;529.85
20230311;24;459.86
20230312;1;434.34
20230312;2;384.66
20230312;3;366.82
20230312;4;342.98
20230312;5;342.96
20230312;6;349.54
20230312;7;322.79
20230312;8;331.99
20230312;9;365.2
20230312;10;346.64
20230312;11;293.77
20230312;12;293.4
20230312;13;298.61
20230312;14;306.53
20230312;15;344.74
20230312;16;411.1
20230312;17;539.15
20230312;18;614.33
20230312;19;635.87
20230312;20;639.88
20230312;21;608.51
20230312;22;568.64
20230312;23;596.51
20230312;24;565.93
20230313;1;483.84
20230313;2;454.95
20230313;3;440.25
20230313;4;432.68
20230313;5;456.41
20230313;6;516.45
20230313;7;597.09
20230313;8;608.02
20230313;9;623.87
20230313;10;591.74
20230313;11;536.7
20230313;12;528.93
20230313;13;512.84
20230313;14;516.61
20230313;15;515.71
20230313;16;519.79
20230313;17;535.67
20230313;18;591.95
20230313;19;594.74
20230313;20;596.37
20230313;21;583.3
20230313;22;516.5
20230313;23;520.61
20230313;24;451.35
20230314;1;363.62
20230314;2;349.88
20230314;3;349.76
20230314;4;363.34
20230314;5;389.98
20230314;6;449.55
20230314;7;538.09
20230314;8;530.12
20230314;9;518.34
20230314;10;467.39
20230314;11;420.18
20230314;12;405.88
20230314;13;400.02
20230314;14;417.44
20230314;15;443.96
20230314;16;495.22
20230314;17;551.52
20230314;18;585.05
20230314;19;595.76
20230314;20;622.11
20230314;21;586.86
20230314;22;521.36
20230314;23;519.05
20230314;24;473.1
20230315;1;481.76
20230315;2;467.49
20230315;3;470.56
20230315;4;460.84
20230315;5;479.92
20230315;6;543.54
20230315;7;609.28
20230315;8;651.68
20230315;9;660.28
20230315;10;568.34
20230315;11;523.59
20230315;12;500.68
20230315;13;481.42
20230315;14;498.63
20230315;15;514.01
20230315;16;533.62
20230315;17;604.8
20230315;18;709.14
20230315;19;803.86
20230315;20;821.49
20230315;21;738.48
20230315;22;676
20230315;23;634.74
20230315;24;586.39
20230316;1;554.12
20230316;2;552
20230316;3;548.24
20230316;4;548.25
20230316;5;550
20230316;6;558.03
20230316;7;618.34
20230316;8;670.77
20230316;9;656.66
20230316;10;557.7
20230316;11;506.69
20230316;12;471.79
20230316;13;476.34
20230316;14;506.21
20230316;15;528.59
20230316;16;554.74
20230316;17;646.07
20230316;18;771.22
20230316;19;813.62
20230316;20;810.28
20230316;21;790.99
20230316;22;681.32
20230316;23;618.32
20230316;24;551.52
20230317;1;520.46
20230317;2;531.89
20230317;3;523.24
20230317;4;515.8
20230317;5;519.94
20230317;6;522.72
20230317;7;542.26
20230317;8;547.31
20230317;9;520.16
20230317;10;457.49
20230317;11;410.95
20230317;12;388.91
20230317;13;374.14
20230317;14;370.86
20230317;15;406.66
20230317;16;455.69
20230317;17;522.83
20230317;18;579.77
20230317;19;604.63
20230317;20;602.01
20230317;21;562.17
20230317;22;519.02
20230317;23;516.32
20230317;24;495.02
20230318;1;468.57
20230318;2;443.04
20230318;3;439.78
20230318;4;434.92
20230318;5;437.85
20230318;6;452.02
20230318;7;459.11
20230318;8;470.06
20230318;9;450.24
20230318;10;440.39
20230318;11;399.01
20230318;12;394.28
20230318;13;397.4
20230318;14;434.53
20230318;15;460.83
20230318;16;521.17
20230318;17;541.95
20230318;18;603.66
20230318;19;652.43
20230318;20;648.98
20230318;21;614.92
20230318;22;576.45
20230318;23;564.35
20230318;24;534.47
20230319;1;514.25
20230319;2;506.42
20230319;3;507.48
20230319;4;507.45
20230319;5;507.17
20230319;6;506.84
20230319;7;508.18
20230319;8;504.78
20230319;9;464.37
20230319;10;460.07
20230319;11;441.48
20230319;12;426.71
20230319;13;421.17
20230319;14;426.77
20230319;15;453.79
20230319;16;508.36
20230319;17;533.11
20230319;18;621.53
20230319;19;696.55
20230319;20;733.52
20230319;21;687.4
20230319;22;629.69
20230319;23;602.68
20230319;24;534.07
20230320;1;547.8
20230320;2;516.33
20230320;3;512.49
20230320;4;513.95
20230320;5;520.94
20230320;6;581.57
20230320;7;706.43
20230320;8;761.58
20230320;9;747.59
20230320;10;671.17
20230320;11;602.88
20230320;12;569.89
20230320;13;538.74
20230320;14;546.18
20230320;15;563.56
20230320;16;582.42
20230320;17;637.82
20230320;18;770.53
20230320;19;773.29
20230320;20;794.25
20230320;21;762.51
20230320;22;685.14
20230320;23;631.73
20230320;24;595.7
20230321;1;549.29
20230321;2;520.25
20230321;3;518.2
20230321;4;510.53
20230321;5;525.87
20230321;6;572.68
20230321;7;686.9
20230321;8;740.77
20230321;9;746.05
20230321;10;681.07
20230321;11;605.2
20230321;12;598.5
20230321;13;602.93
20230321;14;605.02
20230321;15;605.02
20230321;16;631.37
20230321;17;716.82
20230321;18;784.64
20230321;19;813.64
20230321;20;812.02
20230321;21;783.6
20230321;22;669.71
20230321;23;572.52
20230321;24;522.38
20230322;1;528.62
20230322;2;520.13
20230322;3;516.49
20230322;4;519.66
20230322;5;523.67
20230322;6;519.32
20230322;7;566.98
20230322;8;564.67
20230322;9;564.81
20230322;10;521.82
20230322;11;518.77
20230322;12;513.89
20230322;13;513.55
20230322;14;518.03
20230322;15;521.29
20230322;16;567.89
20230322;17;582.16
20230322;18;662.4
20230322;19;687.4
20230322;20;656.33
20230322;21;616.53
20230322;22;558.35
20230322;23;521.04
20230322;24;516.56
20230323;1;475.47
20230323;2;470.36
20230323;3;469.58
20230323;4;470.86
20230323;5;501.28
20230323;6;520.59
20230323;7;541.14
20230323;8;526.46
20230323;9;516.4
20230323;10;495.66
20230323;11;454.65
20230323;12;452.71
20230323;13;452.49
20230323;14;452.53
20230323;15;463.21
20230323;16;513.65
20230323;17;537.28
20230323;18;581.66
20230323;19;625.9
20230323;20;646.21
20230323;21;597.23
20230323;22;563.9
20230323;23;524.07
20230323;24;523.21
20230324;1;522.01
20230324;2;501.54
20230324;3;499.91
20230324;4;490.6
20230324;5;521.21
20230324;6;506.59
20230324;7;528.39
20230324;8;526.22
20230324;9;508.83
20230324;10;498.96
20230324;11;474.95
20230324;12;449.13
20230324;13;449.16
20230324;14;459.13
20230324;15;462.93
20230324;16;483.06
20230324;17;519.97
20230324;18;528.64
20230324;19;556.98
20230324;20;572.74
20230324;21;545.79
20230324;22;512.19
20230324;23;523.5
20230324;24;507.71
20230325;1;501.29
20230325;2;480.47
20230325;3;482.59
20230325;4;480.63
20230325;5;510.12
20230325;6;487.53
20230325;7;493.44
20230325;8;488.9
20230325;9;490.32
20230325;10;509.74
20230325;11;510.33
20230325;12;492.63
20230325;13;497.92
20230325;14;493.5
20230325;15;477.05
20230325;16;478.65
20230325;17;518.36
20230325;18;531.47
20230325;19;546.16
20230325;20;565.89
20230325;21;548.97
20230325;22;533.33
20230325;23;510.21
20230325;24;423.15
20230326;1;358.71
20230326;3;301.95
20230326;4;286.27
20230326;5;291.57
20230326;6;289.17
20230326;7;294.12
20230326;8;308.38
20230326;9;266.84
20230326;10;283.36
20230326;11;226.57
20230326;12;228.61
20230326;13;151.46
20230326;14;142.46
20230326;15;147.38
20230326;16;158.05
20230326;17;272.16
20230326;18;440.51
20230326;19;514.54
20230326;20;557.89
20230326;21;553.91
20230326;22;526.55
20230326;23;495.09
20230326;24;477.42
20230327;1;512.19
20230327;2;508.59
20230327;3;500.83
20230327;4;497.26
20230327;5;498.95
20230327;6;509.61
20230327;7;560.79
20230327;8;630.5
20230327;9;607.24
20230327;10;566.4
20230327;11;523.6
20230327;12;513.51
20230327;13;511.76
20230327;14;508.08
20230327;15;508.1
20230327;16;506.48
20230327;17;507.65
20230327;18;513.82
20230327;19;549.07
20230327;20;621.13
20230327;21;647.48
20230327;22;558.42
20230327;23;532.91
20230327;24;510.81
20230328;1;516.78
20230328;2;513.78
20230328;3;510.7
20230328;4;499.16
20230328;5;499.31
20230328;6;513.7
20230328;7;561.89
20230328;8;545.97
20230328;9;524.47
20230328;10;511.33
20230328;11;442.03
20230328;12;402.06
20230328;13;376.41
20230328;14;377.3
20230328;15;371.68
20230328;16;406.61
20230328;17;459.52
20230328;18;515.27
20230328;19;614.26
20230328;20;622.63
20230328;21;636.69
20230328;22;584.27
20230328;23;577.99
20230328;24;528.05
20230329;1;540.45
20230329;2;525.99
20230329;3;518.38
20230329;4;516.42
20230329;5;526.41
20230329;6;556.29
20230329;7;605.58
20230329;8;663.08
20230329;9;651.56
20230329;10;606.83
20230329;11;574.98
20230329;12;528.47
20230329;13;508.4
20230329;14;491.25
20230329;15;489.62
20230329;16;508.43
20230329;17;545.66
20230329;18;613.17
20230329;19;705.99
20230329;20;751.01
20230329;21;743.88
20230329;22;628.69
20230329;23;589.06
20230329;24;528.68
20230330;1;522.93
20230330;2;518.86
20230330;3;520.29
20230330;4;520.33
20230330;5;523.97
20230330;6;522.79
20230330;7;581.64
20230330;8;611.16
20230330;9;603.19
20230330;10;571.64
20230330;11;570.56
20230330;12;605.8
20230330;13;605.24
20230330;14;587.28
20230330;15;520.98
20230330;16;520.3
20230330;17;525.75
20230330;18;578.72
20230330;19;602.02
20230330;20;619.29
20230330;21;629.24
20230330;22;557.47
20230330;23;552.07
20230330;24;522.61
20230331;1;493.86
20230331;2;491.21
20230331;3;489.8
20230331;4;491.75
20230331;5;508.19
20230331;6;579.21
20230331;7;590.98
20230331;8;622.55
20230331;9;632.65
20230331;10;596.16
20230331;11;583.27
20230331;12;581.37
20230331;13;581.48
20230331;14;585.3
20230331;15;587.12
20230331;16;595.52
20230331;17;627
20230331;18;639.41
20230331;19;707.14
20230331;20;745.9
20230331;21;741.92
20230331;22;614.32
20230331;23;621.5
20230331;24;585.51
20230401;1;586.83
20230401;2;575.27
20230401;3;583.55
20230401;4;587.37
20230401;5;583.71
20230401;6;558.86
20230401;7;571.21
20230401;8;583.25
20230401;9;587.21
20230401;10;583.93
20230401;11;549.14
20230401;12;532.21
20230401;13;528.78
20230401;14;542.01
20230401;15;551.19
20230401;16;570.41
20230401;17;580.87
20230401;18;557.46
20230401;19;578.1
20230401;20;586.85
20230401;21;587.46
20230401;22;577.81
20230401;23;571.33
20230401;24;503.03
20230402;1;453.45
20230402;2;412.01
20230402;3;406
20230402;4;380.42
20230402;5;375.93
20230402;6;374.8
20230402;7;360.83
20230402;8;348.05
20230402;9;349.62
20230402;10;413.68
20230402;11;402.91
20230402;12;341.22
20230402;13;334.85
20230402;14;304.17
20230402;15;241.64
20230402;16;200.92
20230402;17;201.86
20230402;18;279.95
20230402;19;433.02
20230402;20;477.58
20230402;21;490.58
20230402;22;477.68
20230402;23;502.02
20230402;24;473.54
20230403;1;469.15
20230403;2;465.62
20230403;3;472.56
20230403;4;477.22
20230403;5;500
20230403;6;569.01
20230403;7;616.96
20230403;8;628.47
20230403;9;652.56
20230403;10;578.42
20230403;11;570.93
20230403;12;547.65
20230403;13;522.65
20230403;14;550.43
20230403;15;571.58
20230403;16;586.78
20230403;17;584.62
20230403;18;582.95
20230403;19;615.99
20230403;20;719.72
20230403;21;711.66
20230403;22;647.36
20230403;23;636.76
20230403;24;583.75
20230404;1;599.77
20230404;2;606.87
20230404;3;605.54
20230404;4;608.13
20230404;5;591.99
20230404;6;602.42
20230404;7;732.37
20230404;8;805.41
20230404;9;784.64
20230404;10;670.69
20230404;11;598.38
20230404;12;575.06
20230404;13;569.87
20230404;14;566.92
20230404;15;565.18
20230404;16;567.3
20230404;17;574.89
20230404;18;620.08
20230404;19;755.51
20230404;20;858.25
20230404;21;857.51
20230404;22;774.83
20230404;23;729.86
20230404;24;655.53
20230405;1;630.03
20230405;2;628.15
20230405;3;627.27
20230405;4;630.43
20230405;5;625.84
20230405;6;659.69
20230405;7;791.64
20230405;8;895.55
20230405;9;826.24
20230405;10;686.68
20230405;11;592.85
20230405;12;575.68
20230405;13;565.42
20230405;14;565.11
20230405;15;568.68
20230405;16;582.27
20230405;17;603.33
20230405;18;666.18
20230405;19;769.79
20230405;20;920.39
20230405;21;903.37
20230405;22;792.68
20230405;23;731.74
20230405;24;650.24
20230406;1;644.21
20230406;2;622.72
20230406;3;620.69
20230406;4;621.04
20230406;5;622.43
20230406;6;638.32
20230406;7;714.16
20230406;8;769.87
20230406;9;751.68
20230406;10;613.9
20230406;11;582.41
20230406;12;569.9
20230406;13;571.54
20230406;14;581.63
20230406;15;585.65
20230406;16;597.77
20230406;17;600.21
20230406;18;624.19
20230406;19;684.41
20230406;20;762.42
20230406;21;735.69
20230406;22;654.18
20230406;23;641.74
20230406;24;614.53
20230407;1;618.31
20230407;2;617.73
20230407;3;605.21
20230407;4;602.95
20230407;5;617.59
20230407;6;620.51
20230407;7;654.88
20230407;8;651.94
20230407;9;668.52
20230407;10;651.36
20230407;11;630.2
20230407;12;625.54
20230407;13;620.27
20230407;14;621.04
20230407;15;620.78
20230407;16;619.35
20230407;17;621.9
20230407;18;633.8
20230407;19;660.23
20230407;20;694.42
20230407;21;710.89
20230407;22;649.26
20230407;23;640.83
20230407;24;618.81
20230408;1;617.87
20230408;2;606.11
20230408;3;602.27
20230408;4;600.12
20230408;5;602.12
20230408;6;597.05
20230408;7;591.29
20230408;8;617.54
20230408;9;620.96
20230408;10;616.47
20230408;11;609.23
20230408;12;589.33
20230408;13;565.12
20230408;14;541.14
20230408;15;524.65
20230408;16;531.22
20230408;17;560.01
20230408;18;610.46
20230408;19;613.68
20230408;20;661.75
20230408;21;665.69
20230408;22;647.68
20230408;23;626.18
20230408;24;610.22
20230409;1;599.93
20230409;2;573.21
20230409;3;567.99
20230409;4;558.4
20230409;5;549.81
20230409;6;543.92
20230409;7;560.58
20230409;8;559.16
20230409;9;551.36
20230409;10;506.47
20230409;11;451.15
20230409;12;442.79
20230409;13;436.26
20230409;14;420.15
20230409;15;417.3
20230409;16;432.74
20230409;17;451.1
20230409;18;510.29
20230409;19;600.78
20230409;20;620.86
20230409;21;639.65
20230409;22;615.97
20230409;23;593.28
20230409;24;546.35
20230410;1;524.67
20230410;2;509.85
20230410;3;508.97
20230410;4;510.12
20230410;5;516.65
20230410;6;510.13
20230410;7;512.86
20230410;8;506.09
20230410;9;491.96
20230410;10;436.9
20230410;11;397.23
20230410;12;371.55
20230410;13;359
20230410;14;369.14
20230410;15;401.89
20230410;16;413.41
20230410;17;462.21
20230410;18;529.06
20230410;19;560.13
20230410;20;582.27
20230410;21;590.14
20230410;22;545.11
20230410;23;521.63
20230410;24;506.87
20230411;1;508.26
20230411;2;499.29
20230411;3;481.08
20230411;4;468.74
20230411;5;482
20230411;6;500.19
20230411;7;586.76
20230411;8;618.23
20230411;9;618.82
20230411;10;588.74
20230411;11;568.28
20230411;12;566.82
20230411;13;578.5
20230411;14;616.32
20230411;15;616.83
20230411;16;617.8
20230411;17;619.28
20230411;18;622.74
20230411;19;645.25
20230411;20;744.48
20230411;21;751.01
20230411;22;659.11
20230411;23;643.44
20230411;24;580.99
20230412;1;615.62
20230412;2;618.82
20230412;3;619.35
20230412;4;616.64
20230412;5;613.08
20230412;6;610.3
20230412;7;731.16
20230412;8;810.62
20230412;9;746.38
20230412;10;678.05
20230412;11;643.53
20230412;12;627.78
20230412;13;623.91
20230412;14;621.99
20230412;15;620.63
20230412;16;630.31
20230412;17;631.62
20230412;18;660.67
20230412;19;692.94
20230412;20;809.7
20230412;21;803.94
20230412;22;645.26
20230412;23;622.62
20230412;24;615.34
20230413;1;615.29
20230413;2;605.79
20230413;3;601.52
20230413;4;604.5
20230413;5;616.04
20230413;6;622.44
20230413;7;751.42
20230413;8;798.12
20230413;9;764.61
20230413;10;699.79
20230413;11;655.1
20230413;12;658.55
20230413;13;655.95
20230413;14;635.66
20230413;15;627.76
20230413;16;632.31
20230413;17;675.94
20230413;18;760.42
20230413;19;791.79
20230413;20;837.89
20230413;21;847.88
20230413;22;778.75
20230413;23;702.78
20230413;24;627.49
20230414;1;609.46
20230414;2;609.25
20230414;3;616.41
20230414;4;616.04
20230414;5;610.99
20230414;6;610.05
20230414;7;703.92
20230414;8;784.53
20230414;9;776.13
20230414;10;673.72
20230414;11;629.15
20230414;12;609.21
20230414;13;607.46
20230414;14;607.99
20230414;15;608.17
20230414;16;608.52
20230414;17;608.52
20230414;18;622.8
20230414;19;654.6
20230414;20;714.73
20230414;21;708.46
20230414;22;634.7
20230414;23;613.61
20230414;24;571.23
20230415;1;541.82
20230415;2;506.92
20230415;3;506.02
20230415;4;485.58
20230415;5;482.81
20230415;6;478.16
20230415;7;494.75
20230415;8;519.96
20230415;9;550.06
20230415;10;549.27
20230415;11;549.86
20230415;12;551.36
20230415;13;541.94
20230415;14;576.27
20230415;15;586.13
20230415;16;602.32
20230415;17;616.53
20230415;18;614.53
20230415;19;618.13
20230415;20;622.9
20230415;21;628.71
20230415;22;611.3
20230415;23;608.79
20230415;24;586.28
20230416;1;530.51
20230416;2;547.28
20230416;3;533.62
20230416;4;533.65
20230416;5;544.12
20230416;6;547.15
20230416;7;536.03
20230416;8;540.54
20230416;9;549.76
20230416;10;544.68
20230416;11;532.13
20230416;12;515.62
20230416;13;494.86
20230416;14;491.72
20230416;15;486.34
20230416;16;496.1
20230416;17;534.54
20230416;18;602.62
20230416;19;616.45
20230416;20;636.34
20230416;21;650.44
20230416;22;630.74
20230416;23;612.65
20230416;24;593.27
20230417;1;608.19
20230417;2;600.55
20230417;3;593.64
20230417;4;593.95
20230417;5;600.57
20230417;6;613.47
20230417;7;686.49
20230417;8;797.13
20230417;9;803.8
20230417;10;741.82
20230417;11;640.59
20230417;12;619.11
20230417;13;615.51
20230417;14;615.55
20230417;15;615.84
20230417;16;618.06
20230417;17;617.01
20230417;18;620.69
20230417;19;638.66
20230417;20;692.1
20230417;21;690.52
20230417;22;643.68
20230417;23;614.94
20230417;24;606.73
20230418;1;583.86
20230418;2;563.1
20230418;3;549.7
20230418;4;549.53
20230418;5;571.11
20230418;6;590.39
20230418;7;639.34
20230418;8;694.1
20230418;9;711.47
20230418;10;643.56
20230418;11;622.85
20230418;12;592.24
20230418;13;580.47
20230418;14;566.35
20230418;15;564.57
20230418;16;589.76
20230418;17;608.45
20230418;18;615.47
20230418;19;622.42
20230418;20;627.18
20230418;21;630.03
20230418;22;610.21
20230418;23;593.24
20230418;24;571.32
20230419;1;549.94
20230419;2;519.09
20230419;3;501.47
20230419;4;501.45
20230419;5;516.66
20230419;6;534.96
20230419;7;610.08
20230419;8;624.94
20230419;9;625.45
20230419;10;610.72
20230419;11;605.51
20230419;12;605.51
20230419;13;608.66
20230419;14;610.96
20230419;15;610.95
20230419;16;610.77
20230419;17;610.76
20230419;18;613.78
20230419;19;613.77
20230419;20;626.38
20230419;21;636.4
20230419;22;613.47
20230419;23;608.07
20230419;24;605.77
20230420;1;556.89
20230420;2;546.65
20230420;3;541.61
20230420;4;547.29
20230420;5;571.1
20230420;6;591.22
20230420;7;627.77
20230420;8;649.68
20230420;9;645.69
20230420;10;626.78
20230420;11;599.49
20230420;12;546.28
20230420;13;531.57
20230420;14;513.62
20230420;15;521.02
20230420;16;546.24
20230420;17;566.93
20230420;18;605.14
20230420;19;623.57
20230420;20;647.79
20230420;21;671.88
20230420;22;622.52
20230420;23;600.59
20230420;24;575.03
20230421;1;546.07
20230421;2;535.74
20230421;3;535.82
20230421;4;535.75
20230421;5;550.23
20230421;6;591.12
20230421;7;621.28
20230421;8;621.17
20230421;9;618.96
20230421;10;590.75
20230421;11;510.13
20230421;12;481.01
20230421;13;473.83
20230421;14;481.26
20230421;15;495.43
20230421;16;534.12
20230421;17;579
20230421;18;616.67
20230421;19;636.93
20230421;20;677.48
20230421;21;736.46
20230421;22;630.39
20230421;23;616.65
20230421;24;602.79
20230422;1;584.01
20230422;2;588.45
20230422;3;586.72
20230422;4;585.91
20230422;5;585.02
20230422;6;577.63
20230422;7;568.46
20230422;8;544.56
20230422;9;511.19
20230422;10;472.95
20230422;11;446.27
20230422;12;442.14
20230422;13;439.42
20230422;14;452.72
20230422;15;466.44
20230422;16;484.15
20230422;17;509.94
20230422;18;582.87
20230422;19;575.75
20230422;20;639.36
20230422;21;646.89
20230422;22;603.32
20230422;23;601.6
20230422;24;553.19
20230423;1;494.12
20230423;2;461.42
20230423;3;427.89
20230423;4;410.24
20230423;5;402.13
20230423;6;397.17
20230423;7;397.28
20230423;8;398.93
20230423;9;395.1
20230423;10;320.68
20230423;11;259.96
20230423;12;171.72
20230423;13;130.73
20230423;14;104.85
20230423;15;143.3
20230423;16;209.04
20230423;17;389.49
20230423;18;523.78
20230423;19;591.81
20230423;20;604.1
20230423;21;617.93
20230423;22;591.75
20230423;23;576.34
20230423;24;575.61
20230424;1;578.69
20230424;2;549.23
20230424;3;548.78
20230424;4;548.77
20230424;5;559.19
20230424;6;572.54
20230424;7;590.9
20230424;8;626.95
20230424;9;630.25
20230424;10;599.37
20230424;11;590.76
20230424;12;592.32
20230424;13;590.65
20230424;14;590.55
20230424;15;582.88
20230424;16;589.23
20230424;17;580.79
20230424;18;580.41
20230424;19;606.99
20230424;20;669.87
20230424;21;668.02
20230424;22;634.23
20230424;23;598.67
20230424;24;583.28
20230425;1;565.93
20230425;2;539.32
20230425;3;528.71
20230425;4;535.21
20230425;5;550.45
20230425;6;557.94
20230425;7;584.73
20230425;8;615.8
20230425;9;609.39
20230425;10;596.81
20230425;11;598.57
20230425;12;597.97
20230425;13;592.85
20230425;14;585.39
20230425;15;584.1
20230425;16;580.95
20230425;17;557.42
20230425;18;551.38
20230425;19;584.1
20230425;20;619.73
20230425;21;661.35
20230425;22;611.2
20230425;23;583.08
20230425;24;558.82
20230426;1;515.77
20230426;2;488.65
20230426;3;468.27
20230426;4;463.6
20230426;5;469.55
20230426;6;505.02
20230426;7;585.61
20230426;8;600.67
20230426;9;579.97
20230426;10;491.26
20230426;11;453.71
20230426;12;466.53
20230426;13;454.26
20230426;14;458.85
20230426;15;457.84
20230426;16;459.99
20230426;17;484.82
20230426;18;552.21
20230426;19;582.21
20230426;20;644.07
20230426;21;696.66
20230426;22;639.55
20230426;23;591.84
20230426;24;574.28
20230427;1;550.94
20230427;2;520.74
20230427;3;510.18
20230427;4;511.05
20230427;5;540.41
20230427;6;545.37
20230427;7;588.25
20230427;8;615.07
20230427;9;587.84
20230427;10;534.03
20230427;11;515.6
20230427;12;515.6
20230427;13;504.12
20230427;14;499.85
20230427;15;479.16
20230427;16;475.47
20230427;17;490.92
20230427;18;540.7
20230427;19;595.27
20230427;20;687.37
20230427;21;720.32
20230427;22;642.53
20230427;23;592.28
20230427;24;527.11
20230428;1;558.78
20230428;2;554.07
20230428;3;555.37
20230428;4;550.08
20230428;5;560.08
20230428;6;567.75
20230428;7;587.95
20230428;8;603.08
20230428;9;590.19
20230428;10;564.12
20230428;11;504.03
20230428;12;502.09
20230428;13;520.43
20230428;14;512.15
20230428;15;506.45
20230428;16;548.73
20230428;17;567.28
20230428;18;567.49
20230428;19;555.81
20230428;20;615.94
20230428;21;644.43
20230428;22;587.59
20230428;23;561.27
20230428;24;535.65
20230429;1;555.01
20230429;2;544.76
20230429;3;540.89
20230429;4;547.12
20230429;5;550.25
20230429;6;550.43
20230429;7;555.15
20230429;8;563.38
20230429;9;562.21
20230429;10;569.24
20230429;11;574.75
20230429;12;571.74
20230429;13;570.69
20230429;14;571.39
20230429;15;569.69
20230429;16;566.42
20230429;17;566.46
20230429;18;569.83
20230429;19;542.53
20230429;20;579.75
20230429;21;625.78
20230429;22;594.79
20230429;23;560.37
20230429;24;554.01
20230430;1;457.44
20230430;2;433.86
20230430;3;417.12
20230430;4;412.78
20230430;5;413.41
20230430;6;415.47
20230430;7;415.4
20230430;8;393.96
20230430;9;355.62
20230430;10;243.43
20230430;11;142.21
20230430;12;131.67
20230430;13;85.14
20230430;14;80.63
20230430;15;77.83
20230430;16;92.81
20230430;17;160.1
20230430;18;431.95
20230430;19;556.71
20230430;20;565.4
20230430;21;574.68
20230430;22;567.05
20230430;23;545.33
20230430;24;510.65
20230501;1;474.64
20230501;2;439.59
20230501;3;420.44
20230501;4;411.61
20230501;5;411.45
20230501;6;413.39
20230501;7;407.36
20230501;8;374.21
20230501;9;314.97
20230501;10;229.95
20230501;11;177.21
20230501;12;122.27
20230501;13;117.01
20230501;14;103.11
20230501;15;98.14
20230501;16;137.26
20230501;17;261.06
20230501;18;405.84
20230501;19;507.85
20230501;20;554.86
20230501;21;560.36
20230501;22;538.94
20230501;23;500.44
20230501;24;463.91
20230502;1;425.46
20230502;2;378.09
20230502;3;360.5
20230502;4;346.8
20230502;5;354.73
20230502;6;396.98
20230502;7;489.44
20230502;8;541.24
20230502;9;564.07
20230502;10;513.82
20230502;11;479.34
20230502;12;458.9
20230502;13;446.2
20230502;14;451.88
20230502;15;457.96
20230502;16;428.08
20230502;17;425.69
20230502;18;461.4
20230502;19;545.86
20230502;20;581.13
20230502;21;626.48
20230502;22;591.79
20230502;23;569.88
20230502;24;527.13
20230503;1;527.91
20230503;2;488.66
20230503;3;481.21
20230503;4;490.68
20230503;5;491.06
20230503;6;488.04
20230503;7;551.53
20230503;8;583.04
20230503;9;557.19
20230503;10;482.91
20230503;11;422.44
20230503;12;391.86
20230503;13;374.38
20230503;14;365.19
20230503;15;371.72
20230503;16;381.9
20230503;17;448.61
20230503;18;468.48
20230503;19;558.51
20230503;20;609.29
20230503;21;683.11
20230503;22;598.01
20230503;23;561.99
20230503;24;535.04
20230504;1;542.24
20230504;2;532.35
20230504;3;532.28
20230504;4;533.01
20230504;5;546.06
20230504;6;553.21
20230504;7;592.91
20230504;8;592.79
20230504;9;556.92
20230504;10;486.55
20230504;11;423.28
20230504;12;376.96
20230504;13;375.41
20230504;14;380.01
20230504;15;394.44
20230504;16;420.11
20230504;17;462.43
20230504;18;537.92
20230504;19;594.98
20230504;20;635.7
20230504;21;684.2
20230504;22;597.94
20230504;23;558.94
20230504;24;506.49
20230505;1;513.44
20230505;2;515.5
20230505;3;517.76
20230505;4;512.84
20230505;5;519.2
20230505;6;511.31
20230505;7;544.46
20230505;8;538.32
20230505;9;520.27
20230505;10;449.17
20230505;11;402.62
20230505;12;375.44
20230505;13;360.73
20230505;14;356.19
20230505;15;352.4
20230505;16;357.86
20230505;17;408.64
20230505;18;462.03
20230505;19;540.22
20230505;20;558.15
20230505;21;562.6
20230505;22;552.54
20230505;23;530.01
20230505;24;473.15
20230506;1;457.66
20230506;2;427.97
20230506;3;413.9
20230506;4;406.26
20230506;5;403.57
20230506;6;407.39
20230506;7;429.2
20230506;8;445.03
20230506;9;431.97
20230506;10;415.32
